1,1,5.057
1,2,5.6477
1,3,5.87
1,4,6.2134
1,5,7.1222
1,6,8.0533
1,7,8.5805
1,8,9.1324
1,9,10.381
1,10,11.162
1,11,12.376
1,12,13.466
1,13,15.009
2,1,5.7483
2,2,6.3766
2,3,6.3793
2,4,7.3287
2,5,8.1236
2,6,8.94
2,7,9.4073
2,8,10.486
2,9,11.887
2,10,12.639
2,11,14.583
2,12,16.057
2,13,17.447
3,1,6.587
3,2,7.5027
3,3,8.123
3,4,8.8456
3,5,10.18
3,6,11.14
3,7,11.953
3,8,13.309
3,9,14.713
3,10,15.946
3,11,17.928
3,12,20.015
3,13,21.66
4,1,7.9677
4,2,8.782
4,3,9.402
4,4,10.552
4,5,11.921
4,6,12.96
4,7,14.058
4,8,15.487
4,9,17.109
4,10,18.755
4,11,20.992
4,12,23.471
4,13,25.657
5,1,9.0677
5,2,10.279
5,3,11.129
5,4,12.318
5,5,13.75
5,6,14.828
5,7,16.096
5,8,17.672
5,9,19.544
5,10,21.105
5,11,23.574
5,12,25.965
5,13,28.103
6,1,9.804
6,2,10.671
6,3,11.736
6,4,12.899
6,5,14.404
6,6,15.682
6,7,17.187
6,8,19.031
6,9,21.243
6,10,23.271
6,11,26.237
6,12,29.167
6,13,31.855
7,1,11.212
7,2,12.21
7,3,13.436
7,4,15.067
7,5,16.904
7,6,18.614
7,7,20.247
7,8,22.498
7,9,24.9
7,10,27.107
7,11,30.626
7,12,33.162
7,13,34.618
8,1,12.632
8,2,14.07
8,3,15.181
8,4,17.137
8,5,18.87
8,6,20.975
8,7,22.682
8,8,24.989
8,9,27.453
8,10,29.678
8,11,32.687
8,12,34.378
8,13,35.603
9,1,13.416
9,2,14.709
9,3,16.124
9,4,18.158
9,5,20.154
9,6,21.931
9,7,24.035
9,8,26.56
9,9,29.226
9,10,31.295
9,11,34.074
9,12,35.717
9,13,36.331
10,1,14.693
10,2,15.957
10,3,17.516
10,4,19.508
10,5,21.628
10,6,23.9
10,7,25.761
10,8,28.329
10,9,31.124
10,10,33.039
10,11,35.186
10,12,36.466
10,13,37.503
11,1,15.435
11,2,17.216
11,3,18.786
11,4,21.212
11,5,23.593
11,6,25.877
11,7,28.141
11,8,31.11
11,9,33.389
11,10,34.87
11,11,36.499
11,12,38.431
11,13,40.117
12,1,17.237
12,2,19.084
12,3,20.952
12,4,23.606
12,5,26.099
12,6,28.658
12,7,30.831
12,8,33.22
12,9,34.922
12,10,36.027
12,11,38.128
12,12,40.328
12,13,41.866
13,1,18.187
13,2,20.137
13,3,21.922
13,4,24.644
13,5,27.576
13,6,29.931
13,7,32.012
13,8,34.129
13,9,35.88
13,10,36.767
13,11,39.51
13,12,41.506
13,13,41.554
14,1,19.245
14,2,21.285
14,3,23.361
14,4,26.308
14,5,29.005
14,6,31.472
14,7,33.308
14,8,35.247
14,9,36.393
14,10,38.165
14,11,40.88
14,12,42.234
14,13,40.897
15,1,20.514
15,2,22.594
15,3,24.811
15,4,27.835
15,5,30.583
15,6,32.866
15,7,34.437
15,8,36.139
15,9,37.771
15,10,39.6
15,11,41.823
15,12,41.435
15,13,41.087
16,1,21.634
16,2,23.933
16,3,26.112
16,4,29.188
16,5,31.807
16,6,33.812
16,7,35.379
16,8,36.594
16,9,38.937
16,10,40.8
16,11,41.585
16,12,41.129
16,13,41.945
17,1,22.638
17,2,24.972
17,3,27.332
17,4,30.441
17,5,32.966
17,6,34.846
17,7,36.246
17,8,37.91
17,9,40.096
17,10,41.723
17,11,40.717
17,12,41.543
17,13,41.514
18,1,23.981
18,2,26.492
18,3,28.855
18,4,31.821
18,5,34.195
18,6,35.926
18,7,36.977
18,8,39.383
18,9,41.466
18,10,41.533
18,11,40.766
18,12,41.939
18,13,39.759
19,1,25.379
19,2,28.06
19,3,30.311
19,4,33.171
19,5,35.173
19,6,36.617
19,7,38.154
19,8,40.577
19,9,41.961
19,10,40.821
19,11,41.58
19,12,41.702
19,13,35.129
20,1,26.566
20,2,29.197
20,3,31.497
20,4,34.142
20,5,36.098
20,6,37.481
20,7,39.348
20,8,41.509
20,9,40.996
20,10,40.743
20,11,41.913
20,12,38.918
20,13,32.643
21,1,27.473
21,2,29.947
21,3,32.146
21,4,34.62
21,5,36.525
21,6,38.179
21,7,39.845
21,8,41.86
21,9,40.688
21,10,41.048
21,11,41.859
21,12,36.975
21,13,31.792
22,1,28.111
22,2,30.544
22,3,32.769
22,4,35.195
22,5,36.534
22,6,38.835
22,7,40.685
22,8,41.501
22,9,40.805
22,10,41.918
22,11,40.705
22,12,33.943
22,13,29.3
23,1,29.368
23,2,31.898
23,3,33.769
23,4,36.141
23,5,37.979
23,6,40.185
23,7,41.599
23,8,40.977
23,9,41.238
23,10,41.771
23,11,36.423
23,12,30.758
23,13,26.454
24,1,30.576
24,2,32.932
24,3,34.779
24,4,36.485
24,5,39.067
24,6,41.105
24,7,41.838
24,8,40.626
24,9,42.124
24,10,41.052
24,11,33.913
24,12,28.761
24,13,23.926
25,1,31.645
25,2,33.697
25,3,35.435
25,4,37.384
25,5,39.835
25,6,41.823
25,7,41.443
25,8,41.038
25,9,42.057
25,10,39.942
25,11,32.475
25,12,27.765
25,13,23.02
26,1,32.098
26,2,34.315
26,3,35.97
26,4,38.119
26,5,40.559
26,6,42.244
26,7,40.807
26,8,41.295
26,9,41.296
26,10,36.853
26,11,30.743
26,12,26.355
26,13,21.524
27,1,32.841
27,2,35.003
27,3,36.68
27,4,38.864
27,5,41.199
27,6,41.969
27,7,40.632
27,8,40.436
27,9,40.901
27,10,35.097
27,11,29.617
27,12,24.436
27,13,20.325
28,1,33.495
28,2,35.582
28,3,36.915
28,4,39.847
28,5,41.953
28,6,40.706
28,7,40.78
28,8,41.306
28,9,36.614
28,10,32.146
28,11,26.58
28,12,22.026
28,13,34.483
29,1,34.463
29,2,36.346
29,3,37.868
29,4,40.551
29,5,42.397
29,6,40.761
29,7,41.333
29,8,41.061
29,9,35.436
29,10,31.023
29,11,25.734
29,12,21.259
29,13,20.261
30,1,34.861
30,2,36.75
30,3,38.505
30,4,41.151
30,5,41.695
30,6,40.941
30,7,41.964
30,8,40.061
30,9,33.797
30,10,29.246
30,11,23.734
30,12,20.365
30,13,19.629
31,1,35.392
31,2,37.072
31,3,39.139
31,4,41.759
31,5,41.777
31,6,41.042
31,7,42.09
31,8,38.382
31,9,31.665
31,10,27.709
31,11,23.049
31,12,20.386
31,13,18.708
32,1,36.085
32,2,37.89
32,3,39.904
32,4,42.201
32,5,40.871
32,6,41.507
32,7,41.113
32,8,35.619
32,9,30.47
32,10,26.504
32,11,20.357
32,12,20.516
32,13,17.597
33,1,36.665
33,2,38.495
33,3,40.595
33,4,41.863
33,5,40.813
33,6,41.999
33,7,40.864
33,8,34.713
33,9,29.241
33,10,25.241
33,11,20.392
33,12,20.522
33,13,16.367
34,1,36.641
34,2,39.159
34,3,41.183
34,4,41.815
34,5,40.976
34,6,42.206
34,7,39.731
34,8,32.367
34,9,27.672
34,10,23.226
34,11,20.379
34,12,18.936
34,13,16.023
35,1,37.509
35,2,41.823
35,3,41.781
35,4,41.087
35,5,41.313
35,6,41.536
35,7,36.578
35,8,30.346
35,9,26.739
35,10,22.871
35,11,20.536
35,12,17.838
35,13,15.354
36,1,37.897
36,2,40.245
36,3,41.941
36,4,40.724
36,5,41.653
36,6,41.121
36,7,35.929
36,8,29.86
36,9,25.853
36,10,21.609
36,11,20.448
36,12,16.793
36,13,15.311
37,1,38.644
37,2,41.072
37,3,42.489
37,4,40.978
37,5,42.157
37,6,40.445
37,7,28.63
37,8,28.466
37,9,20.52
37,10,20.487
37,11,19.742
37,12,16.367
37,13,15.009
38,1,41.594
38,2,41.555
38,3,41.811
38,4,40.935
38,5,41.84
38,6,38.302
38,7,32.327
38,8,27.37
38,9,22.861
38,10,20.332
38,11,17.777
38,12,15.613
38,13,14.589
39,1,39.87
39,2,41.942
39,3,41.657
39,4,41.361
39,5,41.33
39,6,36.16
39,7,31.005
39,8,26.25
39,9,21.371
39,10,20.494
39,11,17.424
39,12,15.525
39,13,13.419
